image,question,answer
image1305,What do both feet with aortic dissection and mitral prolapse extremities which suggest marfans but no cystic aortic lesions see?,other slide this interesting case
image1305,What see other slide this interesting case ?,both feet with aortic dissection and mitral prolapse extremities which suggest marfans but no cystic aortic lesions
image1305,What do no cystic aortic lesions see?,other slide this interesting case
image1305,What does this image show?,both feet with aortic dissection and mitral prolapse extremities which suggest marfans
image1306,What does this image show?,dead typical very long fingers
image1306,What is present ?,Marfans syndrome
image1306,What is present?,Marfans syndrome
image1307,What does wound appear?,to be mid thigh
image1307,What does this image show?,open nasty looking wound appears to be mid thigh
image1307,What is present?,amputation stump infected
image1307,What does wound appear?,to be mid thigh
image1307,What is present ?,amputation stump infected
image1308,What does this image show?,close-up view of pulmonary osteoarthropathy
image1309,What does this image show?,view of both hand with enlarged joints
image1310,What is good example of muscle atrophy said?,to be due to syringomyelia
image1310,What said to be due to syringomyelia ?,good example of muscle atrophy
image1310,What is good example of muscle atrophy said?,to be due to syringomyelia
image1310,Why does this image show good example of muscle atrophy said to be?,due syringomyelia
image1310,Why is good example of muscle atrophy said to be?,due syringomyelia
image1310,What does this image show?,good example of muscle atrophy said to be due to syringomyelia
image1310,What said to be due to syringomyelia?,good example of muscle atrophy
image1311,What know shock vs emboli ?,obvious gangrenous necrosis child with congenital heart disease post op exact cause
image1311,What does obvious gangrenous necrosis child with congenital heart disease post op exact cause know?,shock vs emboli
image1311,What is present ?,Gangrene fingers
image1311,What is present?,gangrene fingers
image1311,What does exact cause know?,shock vs emboli
image1311,What does this image show?,obvious gangrenous necrosis child with congenital heart disease post op exact cause not know shock vs emboli
image1311,What know shock vs emboli?,exact cause
image1312,What does this image show?,well shown gangrene fingers
image1313,What does this image show?,excellent example of cyanotic nail beds
image1314,Why is close-up excellent example of interosseous muscle atrophy said to be?,due syringomyelus
image1314,Why does this image show close-up excellent example of interosseous muscle atrophy said to be?,due syringomyelus
image1314,What does this image show?,close-up excellent example of interosseous muscle atrophy said to be due to syringomyelus
image1314,What said to be due to syringomyelus ?,close-up excellent example of interosseous muscle atrophy
image1314,What said to be due to syringomyelus?,close-up excellent example of interosseous muscle atrophy
image1315,What does this image show?,excellent example of gangrene of great toe
image1316,What does this image show?,kidney glomerulus
image1316,"Why does this image show kidney glomerulus, thickened and hyalinized basement membranes fibrin caps?",due to diabetes mellitus
image1317,"Why does this image show kidney glomerulus, thickened and hyalinized basement membranes fibrin caps?",due to diabetes mellitus
image1317,What does this image show?,kidney glomerulus
image1318,How is hemosiderosis caused?,numerous blood transfusions.prusian blue 
image1318,What is hemosiderosis caused?,by numerous blood transfusions.prusian blue
image1319,"Why does this image show kidney, thickened and hyalinized basement membranes?",due to diabetes mellitus pas
image1320,"Why does this image show kidney, thickened and hyalinized basement membranes?",due to diabetes mellitus pas
image1321,"Why does this image show kidney glomerulus, thickened and hyalinized basement membranes fibrin caps?",due to diabetes mellitus
image1321,What does this image show?,kidney glomerulus
image1322,"Why does this image show kidney, thickened and hyalinized basement membranes?",due to diabetes mellitus pas
image1323,What is hemosiderosis caused?,by numerous blood transfusions
image1323,How is hemosiderosis caused?,numerous blood transfusions 
image1324,"Why does this image show kidney, acute tubular necrosis?",due to coagulopathy disseminated intravascular coagulation dic and shock alpha-1 antitrypsin deficiency
image1325,"Why does this image show squamous metaplasia, renal pelvis?",due to nephrolithiasis
image1325,What does this image show?,squamous metaplasia
image1326,What is present?,polycystic disease infant
image1327,What does this image show?,kidney transplant rejection
image1328,What does this image show?,kidney glomerulus
image1329,What does this image show?,kidney glomerulus
image1330,"Why does this image show squamous metaplasia, renal pelvis?",due to nephrolithiasis
